,text,target
407,"@sherrycomes it just ended...you would have loved it, and it makes me sad  you're not here. why are you still awake??",0
408,weather is pretty bad..  hmmm..,0
409, lastfm is down,0
410,@jkaseyb I miss u waaaaay more!! &amp; You are so hard to get ahold of  I hate it,0
411,@beckinelson cause its gonna cost an absolute fortune I bet flights will crazy prices around Xmas too  aww my parents might do the same...,0
412,"Pissed at Wal*Mart; bought an HD wire for my game systems, and it doesn't work!!!  ",0
413,"@caninetrainer Must be a really tough holiday for you, I'm sorry.  I hope tomorrow you can just unwind a little.",0
414,"Just checked Hampshire weather for midsummer sunrise - looks like it might be a rainy one  Ah well, I'll take me waterproofs!",0
415,@drford not too good  how are you feeling today?,0
416,@Halo3prf: So.. you dont trust me? ,1
417,@Candia_Isis  I work too much...I work that night...all night.,0
418,UpdatingFFE.  That gives me nothing to do for a good twenty minutes!,1
419,sucks that twitterfox doesn't have a volume control for the sound updates ,0
420,awwwww. i wanna go to the mtv awards. im jealous of everyone who gets to go.  it sounds lik sooo much fun !!!,0
421,I say I am dreamer...I am not sure where are my dreams heading towards! ,0
422,what happenfd to the whales in south africa? thigs like that realy makes me scared ,0
423,says unta mahuman nako sa akong ginalay-out  http://plurk.com/p/12f63w,1
424,@SpringWestEnd Do you know which issue aneurin is in as i looked today and he isnt in it ,1
425,Im goin to have to go... i will be in and out all day... but tweet propperly tonight... bye  xxx,0
426,Nothing yet  It sucks being patient! Anyway saw Conan last night yup still funny!,0
427,"contemplating the pros and cons of gay marraiges, aka her debate team assignment  oh the joys of school",0
428,Work is going SO slowly ,1
429,"Wow, last night was fun! Last day in Chicago ",1
430,I forgot to booth      New socks make me happy  http://tinyurl.com/qjwg8n,1
431,@panacea81 they just have a bad reputation  which is very upsetting. When I was 18 I rented a house &amp; I had lived there for a year and...,0
432,gee my eyes are closing... ,0
433,"iGoogle isn't loading, I has a sad ",0
434,@deadstockric boo hoo not all girls r whores  smh,0
435,so instead of laying out in this 90 degrees i've gotta give 32 fourth graders miso/rice/sushi/mochi in an hour  fml,1
436,@aliciaway I'd miss Mikey too ,0
437,http://twitpic.com/6qktd - cleaning up my room. gonna start with folding my clothes ,0
438,It’s confirmed that on June 8 is the start of our class. ,1
439,At work ,0
440,"gonna try SAVE some money this week. ehhh maybe not! night, im shattered. could murder a kings ",1
441,I'm not a fan of the new twitter update. I liked reading my peeps's replies to others. It helped me find new people. ,1
442,i'm SO confused on why @johncmayer 's tweets don't show up on my feed ,0
443,I'm not sure what to do now... #NBA #NHL #NFL #AHL #CWS #CFB #CBB are all on hiatus. My TV is worthless to me from June to August. ,0
444,is doing the dishes. What an awful way to spend a Friday Evening...don't ya think? ,1
445,@stevexmetal i love you ,1
446,The pool is calling me but I have to be domestic ,0
447,@hersheyfreak93 yeah i forgot  dammit. Chuck Norris pushed the world DOWN!,0
448,HAHAHA. RPattz was supposed to be a part of the 'Dick In A Box' performance! TOO BAD IT DIDN'T HAPPEN.  http://tinyurl.com/ns47om,0
449,"Ahhhh, got picked for Holmdel book drive and I can't do it cuz of VIP 5*  waahhhhh. Well, it was an honor just to be nominated, lol *sigh*",0
450,"This really sucks, I'm supposed to be home in a couple of days and I'm not  I hate borders and visa's.",0
451,@brykins I feel like the only one in the world thats not having next week off   Rubbish!!,0
452,I really wish that i lived in America ,0
453,"@esnsltn That would be nice, but I don't have a coffee machine, so  But perhaps I'll find a cafee where they serve it somday! Or visit Tur",1
454,deleware-bound today. weather forecast for the entire weekend: scattered t-storms ,0
455,Why are most of my Twitter pals are at the other side of the planet?!  When Im gettin so energetic to tweet y'all are goin to sleep! ,0
456,OK tea will do ,1
457,@emmaboulton could be she has started on some solids now. But think actually she has very sore bottom! Trying to fix it ,0
458,@ChantellePaige you not following me and I been following you for awhile now ,1
459,is not looking forward to school today ,0
460,"oh my goodness, all this RAIN! ",0
461,"Jogging, isnt REALLY that cool, especially if you've got a fever ",1
462,@KSMOfficial I wish but i got tickets for september in PA to see Demi! But you guys arent on tour then!!  Ooo well Love Ya!! &lt;3,0
463,Beautiful song...but so sad...  http://bit.ly/12WNwQ,0
464,@rehmxo shes been such a bitch to me  shes like 'your stopping everyone fr4om learning' but really everyone started drawing on me ,1
465,"@Jae878 bugger, there goes my plan! my little nephews r watching the tv so i cant use the surround sound ",0
466,@magicmoment32 no TLN chat tonight? ,0
467,really hates being single ,0
468,@Jrny2Past Kia!!! have a safe flight. lex n i will miss you  have fun in korea and stay out of trouble. love ya!,1
469,"Omg, I think I missed the short stack call! ",0
470,@isacullen Well shoot :/ I missed you too. I was craving my compy  So should've stayed home.,0
471,"No classes again, I miss my friends ",0
472,The weekend was to short  However I played to Afro Samourai and just for the music you must play on it.,0
473,is on his last gnt. ,0
474,@adipedia Dude I got your Kimya Dawson albums ?? When are you gonna take em ?? I am running out of space on my Mac HD. ,1
475, sad day found out there wasnt a new Dollhouse on,0
476,tired     Stayed up too late watching for Sabrina on DWTS...but she looked lovely as usual !,1
477,it's raining  ...i'm gonna play zelda all day,0
478,life is very unfair. I hate everything and everyone currently. Ugh ,0
479,"@fryfan20  I am not sure a compliment was being said to me today, or not, and its REALLY annoying the hell out of me.",0
480,@thepshaw I am lost. Please help me find a good home. ,0
481,Sitting about to commence the afternoons sessions.  Last night was a late night out at bars etc. Feeling it today ,0
482,Jesse_la this Diet Coke is for you! Miss you! Not a celebration without you ,0
483,Scary stuff in Korea ... http://tinyurl.com/r9t6q3 A new Korean War would be very bloody ... ,1
484,@irishgirl75  missing u too girl!  ,0
485,@aamenni same boat. I was so pissed at 5 this morning when I got woken up ,0
486,It's 2PM and I'm still in bed. Stomach has been all over the place since about 6AM. Being under the weather sucks ,0
487,Napfail  Back to work.,0
488,@xnicoleex_ yeah sorry i was busy last night  ill try and go next week!,0
489,ah too much uni work to do and not enough time;;;;its driving me insane ,0
490,"12:47am  That means a new day - so here we go.  iphone winning time!   #squarespace loves me, but my followers are upset.   sorry",0
491,I hate no call/no show clients ,0
492,Boo hiss! I don't feel good ,0
493,Where are you my mental twin ,0
494,is still really worried... i wish everything would just come 2gether and get better ,0
495,I want june gloom to come back. Fuck the heat ,0
496,"emagod i just remembered 2mmrw im going 2 hv physics pre-test, hvnt known bout it well ",1
497,Just waking up....I feel like I got hit by a truck last night ,0
498,i'm sick of studying. no more ,0
499,"I am going out shopping with mia madre &lt;3 , But when I get home , I have to homework  . Yesterday was reeeeealy interesting and fun !",1
500,@mrskutcher; @aplusk congrats on fb cause  'feed america with a click' b how'bout america stop slaughter of awsum racehorses 4 food? ,1
501,sitting here sli... no..quite irritated.... wish i had someone to hang with..................    .............................(Sigh),0
502,"sleepy as hell, no cupcaking tonight ",0
503,just completed SM questions. so freaking tired now.  i want my aircon~~~~~ sigh..,0
504,@TrischzReeves huhuhuuh. it's my DREAM to go to Paris!!!!  wanna see the people. food. the sights. ohh the EIFFEL tower (,0
505,"My cell phone didn't charge at all last night, wtf ",0
506,@FrickFrackGirl Mine too!  And my restaurant just closed ,1
507,@zfitty yo aerosmith was playn wen I got off  can that be our song? I love it. lmao I want that @ ma damn funeral shit its a gr8 song lol,1
508,"A great weekend in Maraña, but already back on the road  And for an unknown amount of time  Although I hope to be home for miel's cumple",1
509,@Knot2serious I never went to sleep! ,1
510,Now I'm ok but Ruby's tummy hurts.  I tried to rub it for her but she didn't want me to. We're both so tired. Must sleep.,0
511,HAHA! I just got my 4th Horny kitty today. w00t! 3 have disappeared though. ,0
512,I wanna have Chinese Laundry Vintage Boots!! ,0
513,My blackberry is down ,0
514,OhmyGodddd.I really want to cry now...@jessicakosasih    hopeless,0
515,I have the feeling that I could cry every second because I want to reach so many things in my life but I know I'll never reach them... ,0
516,finish!!! now sleep... ,1
517,"@Local12 i'll try that, but it has been doing this since last week....   but thanks for the advice",1
518,alone in the house ,0
519,@kerriehartnett the stickam isnt working right for me  im so hot and i cannot wait to leave this camp,0
520,@BeckyC3 My parents aer shouting at me to go to bed.  I will speak to you 2moro. I'm home all day. Make sure you look at the link i sent,1
521,Will be in miami in a couple of hours and then it'll be the last time I can use the internet on my phone for a while ,0
522,@prettyblacklex I'm down for whatever honestly I need a drink after this bitch ruined my LIFE literally  we getting real dressed correct?,0
523,sat @ the airport for an hour &amp; didn't get to see him ,1
524,"@Pink Nah, sounds bad.  Take care, U! &lt;333",0
525,@ROBsessedBlog I agree so much  .. maaaan .. I'am so sad &amp; angry at once ,0
526,arm is killing me from the tetanus shotttt ,1
527,@AnnieD1 sounded really nice until you said rain ,1
528,MMVA's wish I could go ,0
529,@euanaaa such a nice day and im in work ,0
530,@daire_bby well idk what 2 say  sorry...&amp;&amp; ill tell her in the mornin cuz she knocked out! lol and u STOOPID for today @ the candy store!,0
531,fuck! - lost with AA against KK  arrgh!,0
532,i dnt like the bolt on things for iphone ,0
533,@titivate lmao good to hear...it's a bumpy ride I must warn you..I'm about to charge my iPod tho can't talk no mo ,0
534,@B_Coll are u followin me ma'am ,0
535,Another beautiful day! Shame I'm stuck in an office. ,1
536,@GypsyNicole ouch. ,1
537,@slang4201 woo did 24 in heat and humidity. Wish it were snowing ,0
538,"@kesoleil Oh man, Did Yogg today. Worse than last week. ",0
539,Glad Lee Kuan Yew doesn’t want to see Lim Kit Siang  http://bit.ly/152vCc @__earth @melodysong @oonyeoh @MatCendana @elizabethwong,1
540,SORRY I DID NOT TWITTET SO SAD ,0
541,who will read my story? i dont have many bule friends in MS  @enn7syn *hopeless mode ON*,0
542,I miss Dallas already ,0
543,"@alfgoetz That's a great suggestion! Unfortunately, I've found that it's a bit buggy. Pinch zooming in js repeatedly locked up my iPhone ",1
544,didn't get cake on Saturday - ,0
545,They arent letting my mom leave the hospital in time for court ,0
546,dont you just love this fantastic weather ,0
547,@PandaMayhem Sorry that happened! I know the feeling. ,0
548,why is everyones tweets about britains got talent?! i feel left out ,0
549,"omfg, fuck those trojan commercials ",0
550,Feeling tired and ignorant. How did I avoid learning so many things over the past two years? ,0
