,target,text
702300,0,Cleaaaning... Work.. Blah. 
641711,0,I've heard more farman scoop than his mc 
400031,0,I think I´ll become sick  *hust*
325239,0,Sadness- Christian Lacroix files bankruptcy 
705940,0,I can tell this days going to fucking suck yay... 
163919,0,"@onlyme614 girl yes, as if having it where you CANT see it wont gross enough "
10849,0,Just have got a cold  But still so happy cause a new lovely love have took over my heart ?!
144068,0,Stupid mommy never came home last night. 
730637,0,Had a nice dimsum earlier but starving already now 
73466,0,yeeaaaa typical bank holiday monday in blighty - it's a gonna rain! for a change...still gonna get me treader out and get wet whoop whoop 
44383,0,@nerdyboytko nothin layin down. im sleepy. but naturally i cant go to sleep. 
209221,0,Cleaning out my files and realising that I have a hoard of useless piano music. Time to transpose? 
298662,0,Bored Outta My Head Wish I Coulda Stayed 
458346,0,I missed the &quot;Dirty Jobs&quot; marathon? Nooooo! *sigh* My night is now Mike Rowe-less 
584345,0,At the airport massaging.. Getting sleepy 
361605,0,Workkkkkk  come visit
94237,0,Haven't touched my website for a week  http://www.niquehappy.com/blog
202635,0,"@BroadoftheDead - I'd just rip the yarn apart. I'm not violent, but I'm definitely not delicate when it comes to tedious tasks. "
584875,0,@akaTK Missed you at this morning's webinar 
636968,0,@1Omarion hey o can u help a girl out and tell people to follow me i only have 18 
730659,0,Shows how bad IOC (a public company) is managed; no one questioned these costs internally; really bad  http://tr.im/pdvS
540062,0,sooo somebody Tweet @ me .. im BORED!!!!!!!!!!!!!!! 
458099,0,I miss going to church. 
463298,0,is in school. it sux so badly. 
80111,0,Gotta read of mice and men 
339663,0,"@kittykata I forgot the joys of having a cat bring dead stuff to the door! lol. Our cat used to bring home bats, birds and wee tiny mice "
666592,0,#inaperfectworld I wouldn't need all this dental work 
29227,0,The only two places I haven't looked are in the boxes I packed up and the trash...don't want to do either one...but I have to 
634279,0,"Hey, is there anyone who can teach me how to link other web page? I am a novice "
203230,0,@solros_dam I don't know now. I'm at work and I got the rumblies in my tummy. 
524986,0,waiting for the weather to turn nicer ... sick of the rain 
790318,0,i want to go to titp soo bad! 
173826,0,On runway 2 hours 
235340,0,Hates hayfever! it makes her feel ill  Boo
30104,0,@Trina_Marie   yooo  I just seen your tweet!  There was a 12am movement   im stuck inside doin this paper...
47378,0,"tonight will be great, although I hoped on a bff day not just a bff evening "
686827,0,"Can't stand this hot weather. It's too humid, my immune system is suffering very much at the moment. "
241323,0,no ligths here  praying for my notebook and cellphone dont turn off
401202,0,"I'm up, but it is way too early, I sometimes don't even get up at this time on a school day. besides that, I like had 4 hours sleep,  LOL!"
469847,0,"Been down the doctors, require treatment for monstrous blood pressure, looks like diet and exercise time "
519471,0,Swollen cheeks  and its raining!
359010,0,"@Hurrigirl Awww, sad about teh deletion  But yeah, CMT reruns (only the new season tho, so I has a sad myself) like crazy (like VH1 &amp; MTV)"
131851,0,This Star Trek D*A*C game on xbox live just looks like the Battlestar Galactica game skinned with ST ships.  
356609,0,Watching Family Guy. Not much fun watching it alone 
487612,0,@luluchandie85 	 They read my e-mails but they didn't respond 
679582,0,"The Proposal is great! But, Bradley Whitford and Jane Kaczmarek getting divorced after 16 years is not... "
116840,0,Watching the new KNightrider on Sky+  Worried to say I'm actually enjoying so far 
606616,0,"not sure if its the weather, but I'm feeling under something today... ugh. hope i'm not getting sick "
62165,0,Walkinf around new orleans leave at 3 
628148,0,taylor lautner why can't i send u a direct message 
382213,0,On the way to the gym ... What's up for the pm? Rainy saturday 
187985,0,I'm out &amp; I just want some strawberries &amp; cool whip.. oh man. 
503164,0,your so awesome 
113212,0,prettyy boared.. waiting for it to stop raining up here in Maine.. 
224798,0,@fairleighbored just 3 more episodes  then its done
60249,0,Taking abby to urgent care this morning. She's so sad and so sick. 
544542,0,"@pollinatewildly All the catalytic converters were broken, &amp; it would cost more to fix the car than it was worth. I sold it for parts. "
764864,0,@C4RL05 I am so seriously tempted by your offer! Damn client work is in the way though 
394715,0,@EmmaK67 Setanta I'm afraid  You've not missed much. Scoreline says 4-0 but its not been a footballing exhibition
344092,0,"i want him back    i thought you said this would be easy,,, its not."
325023,0,"After a though sandwiches and Chinese fast food, I'm still soooo hungry   It's unbelievable!"
739055,0,"trying to study, but I can't seem to fucking focus. this makes me sad because I know exam failure is coming closer and closer… "
653635,0,Bummer! Its suppose to rain on me and Alyssa's B-day on sunday     #fb
635387,0,Does it make sense to have someone say they love you but then constantly ignore you?! 
415298,0,Tired and sad about my stupid hair cut 
343016,0,Hmm.. seems to me I'm the only one tweeting about Mosaic  Appeals and White Label Giving   Where's the retweet love?
224698,0,Home  emily I love you! I feel horrible.
194555,0,my alarm has been struck by lightning and has been annoying me for hours...can't sleep 
373092,0,@fineboi01 yes I am 
740538,0,"@moniquepowell I'm in IT, and it's where I wanted to be.  But I'm not doing any programming really   I plan to change that."
262675,0,Got no 1 to talk to 
54587,0,I'm high.. Where can I get something good 2 eat right now?? I'm tired of miami subs 
86807,0,"Up too early, trying to go back to sleep but it's not working! "
536275,0,"Wishing I was home to take @jesseleemusic to the CMT's, but I'm being a bad bf and left her all alone and dateless. Sorry baby  ILY"
583607,0,"Sleep paralysis please stop ruining my life, do not enjoying throwing up over myself  can you get sleep therepy?"
394378,0, These freakin Mosquito Bites are killing me 1 on my arm 4 on my neck And 1 on my face :-\  Shoot me now &gt;:o
103581,0,hate revising for exams 
141873,0,http://bit.ly/fBjXf  - disappointing 
492423,0,@KRedCali86 Ok. &amp;&amp; I know there's not. 
769361,0,life is kinda weird sometimes  doesnt anybody stay in one place anymore?
626956,0,is back from watford early. im fukin steaming but wow watfors is shit. loads of srexi gurls but there just not lady like. too hoey for me 
697624,0,Another rainy day in NY 
172422,0,Looks like it's going to be a upset for Venus 
540712,0,boo on my headache 
122807,0,@annTRS I don't know what his problem was tonight but he didn't smile once that I saw him. He was kinda rude. 
144470,0,"@__Robin Just checked, looks like we are getting some rain Saturday &amp; sunday too. "
401161,0,Sad that JB's youtube is suspended  listening to Paranoid by them 
446138,0,@JaneyGodley I wouldn't worry Alans duties will be over by the time the next series comes round 
74606,0,@fSTACK_ yer exams in 3 weeks  maybe less i dunno
782768,0,@Silentbx damn im way faster on my celly  im sad whats everybody been doin practicin
477365,0,@FrankRamblings Yes Babby steps for eating meat. Too much meat makes me ill  I miss meat so much!
482398,0,@lilacpop Lucky you....raining here LOL...wishing I was outside making jewelry 
489171,0,is at the library cuz my freaking computer doesnt work anymore 
509066,0,have to wait till friday for lvatt. how bogus! 
276270,0,Is in classssss 
643988,0,@chipcoffey Do you ever see animal spirits? I had to put my cat to sleep yesterday  Just want to know if I made the right choice
722192,0,"I missed my #400 tweet  buuu hehe-.. so, I´m gonna dedicate tweet #401 to @JonasBrothers cause they just started their world tour ;)"
255409,0,Working on my math test 
474421,0,"wonders why she bothers...on more antibiotics, feel like shit, have writers block "
727299,0,"@newslangdesigns I was flipping through the Patrick photos, and my dad walked in at the perfect moment of a photo and yelled BOO.   "
674177,0,"at least vpi covers all of razzle's wellness. hip dysplasia, tho, not so much. "
6831,0,wants the rain to stop 
66525,0,dreaming about a campfire...with friends...and marshmellows and hot dogs!! 
68093,0,"had that nightmare again where i wake up and my ceiling is covered in spiders, and i have to run through them to get to the door.  "
196326,0,#motogp Watching MotoGP Quali on the BBC - Eurosport have the idiot Carlton Kirby &quot;commentating&quot; again. Where are Toby and Julian? 
70074,0,"Aww that hurt Whateverz, i'm not crying. Well Anywayz, goodnight. I have to learn tomorrow. "
452596,0,ohh s**t... drop by 2  74. blogtopsites.com
588260,0,Everyone voted that this nail polish was barfy.  I liked it.  http://twitpic.com/7ohbq
470241,0,"Urg, tried to Tweet last night but my internet was a bitch "
786851,0,@rattlebrain  lovely. I got half a rat in a pool of blood a few weeks back.stepped on it in bare feet when coming downstairs for a snack 
440810,0,"5 hours to finish a load of hw.. will completely fail, i know it. btw, i need to go to the CITY this week or else i will die of sadness "
493958,0,&amp; summer school begins... Business Writing. How insanely fun! 
791711,0,"Car's in the shop, left my ID badge in the car, so no breakfast / lunch for me.    Maybe I can talk someone into going out for lunch."
237974,0,Ponjie's on his way to Cebu 
341465,0,wow can't believe it costs £30 for her nursing diploma certificate to be replaced 
184589,0,"having a smoke    but hes pretty, although he looked stoned, hahaha"
371785,0,"@scrying, m is tired of regular eikaiwa in japan, he'd prefer to do something else, but can't find a visa to support his preference "
266119,0,I found 3 spiders in my bed today 
617244,0,"gloomy day...nothing to do, nobody to hang with "
156382,0,@bacieabbracci they dont consider it part of the  team we get weith directv. I only get Reds and Blue Jackets no Cavs 
494579,0,very sick in houston  
527703,0,Ahh a paper cut to the eye must be shit painful 
492453,0,I've just woke up... And it's 6:36 am! Damn schools! This shucks! 
21581,0,is wodering why Port and Eagles can beat the top teams this week but my Crows can't 
275520,0,OH NO! I just hit a bird!..I feel so bad 
572894,0,is ill...  but still has to learn for a geography exam...
259772,0,spent the whole day @ home....um realized why im never here... 
15543,0,@Schofe hello i watch you everyday sorry to hear about fearne leaving 
218859,0,going crazy on his semesterproject... it's not working anymore... 
516414,0,"Gawd, I wish my cat would just be quiet "
539631,0,My poor lil car its like it wants 2 start but doesn't it goes putt putt putt 
314985,0,@Linz007 OMG I have had a smoke already  damn u nicotine and ur ability to calm me down...k 2 hours and counting here I go
725364,0,@cwfanforlife I am with you Krysti REWIND BUTTON WHERE ARE YOU????? Its so sad being home at this moment 
136613,0,"@princessaja ya, I've been chillin at home a lot too... finally started feeling better today... almost went to emergency room yesterday "
